,Title,IMDB_ID,Date_of_Release,Genre,Cast,Plot summary,IMDB Rating,IMDB Votes,Released_Year
2377,Katilon Ke Kaatil,['0262717'],N/A,"Action, Comedy, Drama","Dharmendra, Rishi Kapoor, Zeenat Aman, Tina Ambani","A wealthy woman faces trauma when her husband is killed, and both her young sons abducted. She spends years looking for them, until one day she comes across a young man named Munna, who is ...",6.4,89,1981
2378,Mohabbat,['0217660'],19 Sep 1997,"Drama, Romance","Madhuri Dixit, Sanjay Kapoor, Akshaye Khanna","The wealthy Kapoor family consists of Madanlal, his wife, Geetarani, daughter, Roshni, and son, Gaurav. One day while Gaurav is returning home from the Oriental Bank of Commerce, he is attacked by a group of men led by Shiva, but a y",5.3,485,1997
2379,Taqdeer,['13582638'],18 Dec 2020,"Crime, Mystery, Thriller","Chanchal Chowdhury, Sanjida Preeti, Manoj Kumar Pramanik",Freezer van driver Taqdeer spirals into a dark game of destiny after he finds the unclaimed dead body of a woman in his truck.,8.9,"5,245",2020–
2380,Luv U Alia,['4581032'],17 Sep 2015,"Family, Romance","V. Ravichandran, Chandan Kumar, Sudeep, P. Ravi Shankar",Can a boy in love win over his beloved's heart and change her views on love and commitment?,5.3,77,2015
2381,Mr. Azaad,['0110584'],23 Dec 1994,"Action, Comedy, Drama","Anil Kapoor, Niki Walia, Ishrat Ali, Shakti Kapoor","Satyaprakash and his wife live in a poor community of mill workers. Satyaprakash is a union leader, and this puts him in deadly conflict with the mill management and he is killed, leaving ...",4.2,92,1994
2382,Do Chor,['0284056'],N/A,"Comedy, Crime, Romance","Dharmendra, Tanuja, K.N. Singh","Bombay Police are baffled at a series of robberies being committed in homes of prominent people, with the thief leaving a ""swastika"", and stealing only one set of jewelery, instead of everything in the safe. Their investigation takes",7.3,90,1972
2383,Surakksha,['0246261'],22 Jun 1979,"Action, Adventure, Crime, Drama, Thriller","Ranjeeta Kaur, Mithun Chakraborty, Bhushan Jeevan, Jagdeep","In a bid to locate a missing employee, Jackson, the Central Bureau of Investigation assigns Agent Gopi to locate him. Gopi accepts this assignment and must battle women; venomous snakes; ...",7.3,96,1979
2384,Anokhi Raat,['0147843'],N/A,"Crime, Drama, Mystery","Sanjeev Kumar, Zaheeda, Tarun Bose","In order to save her grandfather's mansion, Rama agrees to marry a much older male, Madanlal, who decides to sell some artifacts to prospective wealthy buyers, including Mr. and Mrs. Rai. The sale is hampered by heavy rains and the e",7.3,98,1968
2385,Do Badan,['0231469'],N/A,"Family, Romance","Asha Parekh, Manoj Kumar, Simi Garewal, Pran","Vikas comes from a poor family, and is attending college so that he can complete his studies, get a job, and financially look after himself and his dad. He meets with wealthy Asha at this ...",7.3,92,1966
2386,Babloo Happy Hai,['3426144'],07 Feb 2014,"Comedy, Drama, Romance","Sahil Anand, Erica Fernandes, Parvin Dabas","Jatin, Harry and Rohan head to Manali for one last trip before Jatin gets married. In Manali, the group of friends meet Natasha and are set forward on a journey of rediscovery.",6.7,84,2014
2387,Maa,['0246766'],N/A,"Drama, Fantasy","Jeetendra, Jaya Prada, Aruna Irani, Sahila Chaddha","A multi-millionaire, Ram Khanna, is advised by a fake astrologer that he will meet and marry a woman whose name will start with ""M"". Ram does meet Mamta, and they both fall in love. Ram ...",5.9,103,1992
2388,Dil Pardesi Ho Gayaa,['0391079'],12 Dec 2003,"Romance, Drama","Kapil Jhaveri, Saloni Aswani, Amrish Puri",Major Ram is one of the soldiers from the Indian army who is involve in the war between India and Pakistan; when he is abducted and held as hostage by the Pakistani army the Indian government are unable to compromise due to the fear ,4.8,91,2003
2389,Yakeen,['0453978'],01 Jul 2005,"Drama, Thriller","Arjun Rampal, Priyanka Chopra Jonas, Kim Sharma","Left with amnesia after a car accident, a man (Arjun Rampal) believes his wife (Priyanka Chopra) is having an affair.",5.1,702,2005
2390,Milan,['0398198'],11 Feb 2004,"Romance, Drama","Claudine Barretto, Piolo Pascual, Ilonah Jean",A Filipino (Piolo Pascual) falls in love with another woman (Claudine Barretto) while searching for his wife in Italy.,6.8,174,2004
2391,Ek Din 24 Ghante,['0380337'],07 Nov 2003,Thriller,"Rahul Bose, Ahmed Chaudhary, Nandita Das, Vineet Kumar","Sameera Dutta is an enlightened and intelligent young woman, who knows exactly what she wants of life. She belongs to an upper class family, and lives with her mom and dad, a business ...",4.0,74,2003
2392,Bangaru Bullodu,['11355340'],23 Jan 2021,Drama,"Ananth, Bhadram, Tanikella Bharani","Prasad is a gold appraiser at a local bank and his grandfather is a goldsmith. Though Prasad is the youngest, he takes care of the whole family. His grandfather lets him in on a secret and how Prasad fulfills his wish forms the story",5.6,209,2021
2393,Dulha Dulhan,['0058045'],N/A,"Comedy, Drama, Family","Raj Kapoor, Sadhana, Agha","Chanda lives a wealthy lifestyle in Jaipur along with her father, Thakur Dharam Singh, and mom. Since she is of marriageable age, her dad wants her to get married to a wealthy male of his choice, but she dislikes him. Arguments ensue",7.1,90,1964
2394,Baharen Phir Bhi Aayengi,['0060145'],N/A,"Drama, Romance","Mala Sinha, Dharmendra, Tanuja, Rehman","Jitendra Gupta lives a poor lifestyle in Calcutta, India, along with his elder and widowed sister, and a niece named Sushma. He works in the editorial department of a leading newspaper. He ...",6.9,89,1966
2395,Amir Garib,['0233202'],26 Jul 1974,"Action, Thriller","Dev Anand, Hema Malini, Prem Nath","Manmohan alias Moni lives a dual life. One as a magician, and the other as a thief with the name of Bhagula Bhagat, whose prime agenda is to rob the rich, and spread the wealth with the poor. He meets with a young woman named Sunita ",6.7,99,1974
2396,Shapath,['0251395'],N/A,Action,"Mithun Chakraborty, Vineeta, Jackie Shroff","Inspector Kishan lives a middle-class lifestyle in Mumbai, India, along with his younger brother, Rahul. He is in love with Kavita, the daughter of a Mantri, Dindayal Kallu, while Rahul is in love with Neena. The city is being held t",5.5,93,1997
2397,Aakrosh,['1708453'],15 Oct 2010,"Action, Crime, Thriller","Ajay Devgn, Akshaye Khanna, Bipasha Basu","The Central Bureau of Investigation deputes two officers to investigate the disappearance of three medical students, which they believe to be an incident of 'honour killing' in a small, closed community.",7.0,"3,482",2010
2398,Majhli Didi,['0139447'],N/A,Drama,"Meena Kumari, Dharmendra, Lalita Pawar","Bipinchandra breaks family tradition by marrying a city girl, Hemangini, much to the chagrin of his sister-in-law, Kadambini, and her husband, Navinchandra. Things are delicate even after both women give birth to two children each. T",8.1,85,1967
2399,Sangdil,['0130991'],N/A,"Drama, Mystery, Romance","Madhubala, Dilip Kumar, Shammi","A loose adaptation of Charlotte Bronte's classic, Jane Eyre. In this version childhood sweethearts are separated and grow up in different worlds. The girl is brought up to be a 'pujaaran' (priestess) while the boy grows up to be a de",7.3,101,1952
2400,Ginny Aur Johnny,['0452236'],N/A,"Comedy, Drama, Family","Mehmood, Baby Ginni, Amjad Khan",Johny makes his living by conning people. Ginny enters his life and then nothing in the world can separate them from each other.,7.3,93,1976
2401,Hip Hip Hurray,['1634526'],N/A,Drama,"Shabbir Ahluwalia, Beena Bannerjee, Sharokh Bharucha, Peeya Rai Chowdhary","The story is based on the lives of 12th grade students at the DeNobili High School and their adventures, their fears and hopes, their relationships and interactions. Besides that the story ...",8.1,161,1999–2000
2402,Aadmi,['0062640'],N/A,"Drama, Romance","Dilip Kumar, Waheeda Rehman, Manoj Kumar","Rajesh, though orphaned at a very age, comes from a very wealthy and noble family, is very insecure and possessive almost to the point of an obsession. As a child he had loved a girl named Meena, and when she tragically passes away, ",6.8,196,1968
2403,Masterji,['0187271'],31 May 1985,"Comedy, Drama","Rajesh Khanna, Sridevi, Anita Raj, Kader Khan","Percocious village belle, Radha, the daughter of Mukhiya Jamnadas, takes a liking to the widowed school-master, Masterji, the father of a toddler; when he spurns her, she publicly accuses ...",6.5,93,1985
2404,Karz Chukana Hai,['0172646'],26 Apr 1991,Drama,"Govinda, Juhi Chawla, Raj Kiran","Alcoholic, arrogant, and a slacker, Atmaram, though coming from a poor family, has visions of grandeur, and believes that everyone else is subordinate to his wishes and instructions. This lands him in hot water with his employer, Set",5.5,101,1991
2405,Zabardast,['9758482'],06 Oct 2018,Documentary,"Yannick Graziani, Hélias Millerioux, Zak Mills","Travel diary of an incredible Freeride expedition in search for one of the most beautiful mountain to ski on the planet, standing at 5880m situated at the heart of remote Karakoram range in Pakistan.",8.1,185,2018
2406,Jai Vikraanta,['0343850'],24 Mar 1995,Action,"Sanjay Dutt, Zeba Bakhtiar, Amrish Puri, Shahbaaz Khan","Choudhary Amar Singh is a farmer in rural India and lives a modest lifestyle with his wife, Sharda, and son, Vikraanta. He excels in sugar cane production and is presented an award and a ...",5.0,85,1995
2407,Grahan,['14820482'],24 Jun 2021,"Action, Drama, History","Zoya Hussain, Wamiqa Gabbi, Anshuman Pushkar",It's 1984 - a tender love story succumbs to the anti-Sikh riots. It's 2016 - IPS officer Amrita Singh uncovers a secret connecting that past to her present.,8.6,"4,523",2021–
2408,Chhupa Rustam: A Musical Thriller,['0279021'],25 Apr 2001,"Drama, Musical, Romance","Sanjay Kapoor, Mamta Kulkarni, Manisha Koirala","A tough and rowdy look-alike takes the place of a rich young man, who has family problems and enemies.",4.6,86,2001
2409,Battalion 609,['9472208'],11 Jan 2019,War,"Vicky Ahuja, Kumar Gautam, Karim Hajee",The story of Battalion 609 revolves around a cricket match between the Indian Army and the Pakistan army gone wrong and narrates the tale of the brave soldiers of Battalion 609 putting up a fight with the mighty Taliban.,2.8,102,2019
2410,Azaad,['0278274'],29 Sep 2000,"Action, Drama","Nagarjuna Akkineni, Soundarya, Shilpa Shetty Kundra","Anjali is a Journalist, who lives a middle-class lifestyle along with her widower dad in Hyderabad, Andhra Pradesh. One day while traveling by State Transport bus along with her dad and her camera, their bus meets with an accident. S",6.2,229,2000
2411,Pagla Kahin Ka,['0268519'],N/A,"Drama, Romance","Shammi Kapoor, Asha Parekh, Prem Chopra","Sujit started having mental problems when he was six years after visiting his dad, Ajit, at a mental asylum. Thereafter he kept on getting into trouble, and even ran away from the orphanage. Years later a Musician and Singer, Shyam, ",7.2,84,1970
2412,Bandhan,['0273452'],02 Oct 1998,"Action, Drama, Romance","Jackie Shroff, Salman Khan, Rambha",A united household is shaken to the core when Raju's (Salman Khan's) brother-in-law marries a prostitute.,4.8,"1,898",1998
2413,Jhansi Ki Rani,['0044769'],N/A,"Biography, Drama, History","Mehtab, Sohrab Modi, Mubarak",Rajguru (Sohrab Modi) decides that Jhansi should get its proper recognition in history. He comes across a young girl Manu (the young Rani Lakshmibai) played by Baby Shikha. Her father has been hit by a carriage driven by an English d,6.9,89,1953
2414,Bombay 405 Miles,['0157418'],N/A,"Comedy, Action","Zeenat Aman, Vinod Khanna, Shatrughan Sinha",Ranveer Singh's family is killed by his adopted brother Veer Singh mistakenly Veer Singh's man kill Sonu daughter of Masterji thinking she is Munni daughter of Ranveer Singh.Kishen a con man from Calcutta and Kanhaiya a con men from ,6.8,91,1980
2415,Joroo Ka Ghulam,['0156651'],07 Sep 1972,"Comedy, Family","Nanda, Rajesh Khanna, Sharad Kumar","Kalpana, the daughter of Shyamlal is brought up in the lap of wealth and luxury. As an University student she falls in love with a struggling artist, Rajesh. When news arrives back home of this improbable romance her dad arranges a m",6.9,91,1972
2416,Alag Alag,['0268131'],27 Sep 1985,"Family, Musical, Romance","Rajesh Khanna, Shashi Kapoor, Tina Ambani","Two people from different strata in society, Chandni and Neeraj will do anything to get there obligations carried out. While Chandni always dreams of a luxurious life, Neeraj wants some of his assignments them be complete. Chandni tr",6.4,86,1985
2417,Nazrana,['0093604'],27 Jan 1987,Romance,"Rajesh Khanna, Sridevi, Priti Sapru Walia","Rajat and Mukta meet each other and fall in love. They get married and live in harmony for a few years. Then Mukta starts suspecting that Rajat is having an affair with Sheetal Puri, and then misunderstandings and distrust start, and",6.2,100,1987
2418,Ilzaam,['0091258'],28 Feb 1986,"Drama, Family","Shashi Kapoor, Shatrughan Sinha, Raj Kiran",Ajay is a street dancer and while people are watching his dance his fellow members manage to rob their houses.One day he decides to quit it as he was forcefully bought into this.Ajay saves Laxmi from goons following which she takes h,6.0,97,1986
2419,Wah Taj,['5928576'],23 Sep 2016,Drama,"Shreyas Talpade, Manjari Fadnnis, Amitabh Bachchan",Tukaram Marathe a farmer from Maharashtra comes to Agra with his family and claims that the land where Taj Mahal stands is his.,5.4,121,2016
2420,The Don,['0867280'],05 Sep 2006,"Action, Crime, Thriller","Dileep, Lal, Gopika, Saikumar","Kasim is a mafia boss and Unnikrishnan becomes his most trusted man. Later, when Kasim is found murdered, Unnikrishnan is charged with the crime and must prove his innocence.",4.3,148,2006
2421,Sone Pe Suhaaga,['0096139'],N/A,"Action, Family","Jeetendra, Dharmendra, Nutan",A typical Hindi family drama. Paresh Rawal plays a crooked police officer who is the main cause of separation of the family of an honest police officer played by Navin nischol.,4.8,96,1988
2422,Raja Ko Rani Se Pyar Ho Gaya,['0255543'],22 Dec 2000,"Comedy, Musical, Romance","Arvind Swamy, Manisha Koirala, Dilip Dhawan, Dina Pathak","Mohit, a young man raised into beliving in fairy tales, comes to Bombay to find Manisha, a young woman whom he saved from drowning in a lake near his village, whom he belives to be an ...",3.1,57,2000
2423,Arohan,['0083575'],13 Nov 1983,Drama,"Victor Banerjee, Noni Ganguly, Pankaj Kapur, Sreela Majumdar",N/A,7.7,46,1983
2424,Chitralekha,['0138360'],N/A,"Comedy, Drama","Ashok Kumar, Meena Kumari, Pradeep Kumar","When Aryaputra Samant Bijgupt ignores Yashodhara and continues to frequent Rajnartaki Chitralekha, Yashodhara's father, Mrityunjay, approaches celibate Yogi Kumargiri, who reprimands Chitralekha and asks her to free Bijgupt so that h",7.4,84,1964
